scen_number;sensitivity;n_iter;walltime;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap;Beta;EUA_2021;CumulativeEmissions;TotalCost;PolicyCost
1;ref;1000;86.85803581166674;5.2016525942182685;0.0;0.2523378082322528;0.4041572846032589;7.713302437949718;0.0;0.0;6.730194309550041;0.2065409095342566;0.26410262394480444;4.036938430407218;0.0;0.0;0.9339517675784795;79.32434268896937;16505.378297091003;8.0903176808299925e6;0.0
1;ref;1000;93.45267966000009;5.2016525942182685;0.0;0.2523378082322528;0.4041572846032589;7.713302437949718;0.0;0.0;6.730194309550041;0.2065409095342566;0.26410262394480444;4.036938430407218;0.0;0.0;0.9339517675784795;79.32434268896937;16505.378297091003;8.0903176808299925e6;0.0
2;ref;1000;30.83354422000003;6.2717082349327224;0.0;0.241216349793569;0.5866114633809801;7.772576465823549;0.0;0.0;5.247166711321588;0.2120537485701438;0.3637009267777795;4.134632663661288;0.0;0.0;0.9339517675784795;64.60596772148615;18058.984930361203;8.014973543690306e6;0.0
2; cheap_PtH_base;1000;33.06856046000003;5.708065874324326;0.0;0.23992315111092472;0.6476640574098591;8.70097593872594;0.0;0.0;5.896589438134146;0.19557665058381135;0.35871872216837214;4.427528509517776;0.0;0.0;0.9339517675784795;64.52050419495704;18059.110755281417;7.998519944961063e6;0.0
2; Expensive_PtH_base;1000;34.4984832966667;6.282527092523487;0.0;0.2406743110748602;0.631086106776161;8.16722024966168;0.0;0.0;6.593824972576792;0.30435545057182345;0.4143418127067732;4.410369662570282;0.0;0.0;0.9339517675784795;64.50902976261042;18059.18325310986;8.012728483684668e6;0.0
2; cheap_PtH_peak;1000;37.78372848333336;6.180360624767673;0.0;0.23000234454634272;0.5671578336681343;8.43979142300296;0.0;0.0;5.3506017431105946;0.13430538188455438;0.4840707170770034;4.47807204561047;0.0;0.0;0.9339517675784795;64.69632318207691;18059.043188625918;7.9666201327751605e6;0.0
2; expensive_PtH_peak;1000;38.349467763333365;6.237543405664448;0.0;0.2389564760112508;0.6611256605345598;8.855842417328311;0.0;0.0;6.539217015656304;0.25852541161175535;0.3466881296071456;4.428923862904989;0.0;0.0;0.9339517675784795;64.56815343546204;18059.06357696566;8.005324435763997e6;0.0
2;low_natural_gas_price;1000;40.48679549000004;5.202591264811321;0.0;0.24396591758445907;0.7457576893942551;7.906899860434084;0.0;0.0;7.8312978892393295;0.30250435259272523;0.399814799668244;4.231316723832378;0.0;0.0;0.9339517675784795;64.24501200725528;18057.693007270074;7.987467482823276e6;0.0
2;high_natural_gas_price;1000;41.123098073333374;6.990395727008289;0.0;0.28569862695103515;0.29456116080547917;7.176414705249431;0.0;0.0;10.937789164963926;0.3016863288558617;0.25832198274535983;3.7492094925690815;0.0;0.0;0.9339517675784795;64.56975012128251;18067.394077169156;8.025490850602077e6;0.0
2;2030_res_target_50;1000;35.8642848216667;5.98147886962044;0.0;0.3140489293033668;1.6861190206843522;6.27974901851459;0.0;0.0;10.017388821330707;0.7003029207669406;1.3616374468958983;3.2614544090234436;0.0;0.0;0.9339517675784795;64.20560141514503;18062.982806730706;7.996782259569863e6;0.0
2;2030_res_target_60;1000;35.511276980000034;5.3469164181911335;0.0;0.30856185673537834;1.5660387669278404;6.232398859164142;0.0;0.0;4.820786363567344;0.25552209622694855;2.7933072451266208;3.457526354705066;0.0;0.0;0.9339517675784795;64.00131091140022;18057.29454318284;7.860117094843363e6;0.0
2;Expensive_RES;1000;38.677707528333364;5.739580248832612;0.0;0.29942756867426684;3.4732483303025554;6.200870241178988;0.0;0.0;5.656226789630113;0.29733112184307786;2.9520402878093366;3.2852393986286352;0.0;0.0;0.9339517675784795;64.32830767655612;18058.623173467775;7.905407722648141e6;0.0
2;Cheap_RES;1000;40.058364845000035;5.3469164181911335;0.0;0.30856185673537834;1.5660387669278404;6.232398859164142;0.0;0.0;4.820786363567344;0.25552209622694855;2.7933072451266208;3.457526354705066;0.0;0.0;0.9339517675784795;64.00131091140022;18057.29454318284;7.860117094843363e6;0.0
3;ref;1000;45.51369029166671;4.780178776360612;0.0;0.17414499005560058;0.031336998379202875;0.38073909238554393;0.17927177274307882;0.0;4.1019553241262035;0.10195744998136735;0.055140497548906924;0.47549712931595794;0.3566014573678945;0.0;0.9339517675784795;64.17440400861514;18059.404751429887;5.896097527548358e6;552172.0621449886
3; cheap_PtH_base;1000;51.36472440333338;4.858285752844825;0.0;0.17708098500494657;0.03964996003596793;0.46380238392788564;0.23869956313764656;0.0;4.043543389696665;0.05647156488261141;0.06965085948962706;0.6625215477044207;0.4521570027777177;0.0;0.9339517675784795;63.96085725724442;18059.351333808474;5.890640913093012e6;538386.161692024
3; Expensive_PtH_base;1000;40.66416190333337;5.934165637113334;0.0;0.17640522062913472;0.027056839337001336;0.3457843308498527;0.16471723754796344;0.0;3.651403348734934;0.2672562676785107;0.05091290698609151;0.44016187141502766;0.3300415795899125;0.0;0.9339517675784795;63.85196117142306;18058.67091460382;5.895705003520828e6;549576.0291164473
3; cheap_PtH_peak;1000;39.113172540000036;4.953239297248538;0.0;0.17622026333701932;0.0503902755067574;0.6168998380284804;0.30772052647684833;0.0;3.16247882798651;0.14520914709531807;0.09767113455581114;0.8426138260979291;0.5752476161249234;0.0;0.9339517675784795;63.62444371604422;18058.866157355365;5.885887831923903e6;526174.7449279919
