scen_number;sensitivity;n_iter;walltime;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap;Beta;EUA_2021;CumulativeEmissions;TotalCost;PolicyCost
1;ref;576;184.21287294833348;4.6537500971668555;0.0;0.5638341943489532;1.2754759308860402;0.7969732606163865;0.0;0.0;4.601135506689063;0.5451364537897839;3.2306901056979704;0.7608833885913973;0.0;0.0;0.7326368874487773;96.87183261518254;16502.837647663448;1.8651525441750898e6;0.0
2;ref;548;44.504651631666704;4.530363014099843;0.0;0.5835476710733881;1.3092877547862873;0.7764190798861205;0.012054381214380646;0.0;4.126273418852585;0.5061597907735714;3.222582479253127;0.7930662548997036;0.020575836269862785;0.0;0.7326368874487773;97.08069050128266;16501.973198906526;1.8649520125488357e6;7548.801836314243
3;ref;1000;89.00478787000007;3.7518554651537603;0.0;0.31158898330783674;0.9884052777535837;0.25071682336495504;4.187700000116386;0.0;2.052002782114305;0.2181890781505298;2.4220425579080063;0.2671783860640586;1.6381782713000979;0.0;0.7326368874487773;100.2278862056212;16493.833051611724;1.88096047468342e6;1.1362206187223673e8
4;ref;1000;82.95147536333342;4.060479451527381;0.0;0.2884617349945514;0.5527804037913507;0.3131107562927535;10.787700000105147;0.0;3.046753571130519;0.19328684450464081;2.69424930275986;0.23284107153841974;3.7707324906068522;0.0;0.7326368874487773;100.32309090055945;16494.69188739189;1.8824728513188153e6;2.929924200072569e8
5;ref;1000;91.91289315166675;3.7810446999484704;0.0;0.30903776940328187;1.1010213897589707;0.26490595648690074;17.84585179679446;0.0;2.6764003319231264;0.2390799398921273;2.425643456791389;0.2747200719209041;2.304668379335668;0.0;0.7326368874487773;100.2718191266106;16493.998043261483;1.8822316065807487e6;6.238666047064776e8
6;ref;1000;91.65539146500008;4.056484247056642;0.0;0.3043899310399241;0.6940648533616277;0.25293668774215283;26.232544031294626;0.0;2.9231779395544657;0.28260069123082787;2.6640449117133285;0.3104615702921855;0.17934747860978076;0.0;0.7326368874487773;100.25995637138075;16494.71638109896;1.8831124540772212e6;1.0520397186462231e9
7;ref;1000;92.91703569666674;4.469599083648935;0.0;0.2855907175588617;0.6351189616598654;0.31122775073750264;35.100688118002246;0.0;3.1587690989160415;0.17956040465332573;2.7035179635389928;0.21758318367240181;4.655477830687051;0.0;0.7326368874487773;100.41950097650187;16496.204178552576;1.8839937539384614e6;1.4795511528796353e9
2;ref;257;20.57870546333335;16.061157237471203;0.0;1.1806280699263916;1.4292190979383588;1.1444776575699507;0.07740295717713072;0.0;8.572064625448453;0.9391238257436851;7.881039073283334;1.800762992349674;0.03475540358132958;0.0;0.7326368874487773;82.44677237695583;16491.346241018782;1.7777888977169185e6;1538.4312243752165
3;ref;252;19.429061266666682;16.038684983601758;0.0;1.17891815804524;0.6043465843195521;1.0669144086407758;0.01173813493941703;0.0;8.540110964555629;0.9280463660605968;8.591032320053152;1.8057064591218805;0.022676563112090757;0.0;0.7326368874487773;82.45734946480249;16491.385199671495;1.7782599841293285e6;1940.9623041932505
4;ref;252;20.455586936666684;16.03355143214335;0.0;1.1792462166724444;0.6193135222438052;1.0347846306424526;0.011264572468573429;0.0;8.548206512951502;0.9296784644626711;8.592229512423462;1.8180744128267177;0.02464873083744983;0.0;0.7326368874487773;82.4626598562892;16491.43295547286;1.7782124215866618e6;2264.39153507662
5;ref;252;20.245933375000018;16.071635746807623;0.0;1.1797675307070135;0.6338740852210004;0.9027139062539333;0.036087373953601315;0.0;8.505670412101793;0.9355632615464431;8.586480228888444;1.8225108386010076;0.02745837906283519;0.0;0.7326368874487773;82.41048937461757;16491.317774473857;1.7786746361183422e6;3766.6877287941143
6;ref;253;20.693727351666684;15.831815843634427;0.0;1.179646218082044;0.6425261320047408;0.9020580224297187;0.04877669961700397;0.0;8.487750579156378;0.9195729357959438;8.59233903377776;1.8306997851876317;0.04042546423110557;0.0;0.7326368874487773;82.35253894937327;16489.798706920905;1.780023987570668e6;6610.492296699031
7;ref;251;21.521619943333352;15.843638701454822;0.0;1.1785572571816556;0.6747730679189472;0.8498526789410008;0.017190902631634322;0.0;8.755054078628898;0.9440958544607577;8.600279088024438;1.8182991076264947;0.13326913451494748;0.0;0.7326368874487773;82.41447114284304;16490.561016492447;1.7798047044951378e6;8434.415361542993
8;ref;253;20.125710428333353;15.806644532614252;0.0;1.1800390538008987;0.6604303051059826;0.7503050211380369;0.05214334369187082;0.0;8.425820357703072;0.9179230412638987;8.601569364921579;1.8402265927145498;0.04343654008511869;0.0;0.7326368874487773;82.42875063243945;16489.719235589422;1.7805635159387216e6;9909.988801707386
9;ref;253;20.330921976666684;15.815442018837295;0.0;1.1805648074912671;0.690551922837204;0.8733291571816991;0.07989207643774865;0.0;8.600667944305357;0.9488589953016932;8.617134931482466;1.8307887067921171;0.125751856770732;0.0;0.7326368874487773;82.49310805509249;16489.98995069993;1.781232577343657e6;12173.891458447722
10;ref;260;23.33777079166669;15.467973285765304;0.0;1.180390556464401;0.6554110339599014;3.8313419715402737;0.009426708327334022;0.0;7.949627569719788;0.9152163018127646;8.603281726812897;1.418237242251531;0.04474374844393193;0.0;0.7326368874487773;82.36198393919943;16489.175926261938;1.7793376721710996e6;14511.47456095936
11;ref;261;20.464277700000018;15.393624090441072;0.0;1.1797649386103914;0.6576065439929003;1.2256980980459793;0.15053651621871017;0.0;7.469991578576402;0.807013357654756;8.611974751972536;1.4288222661869645;0.04215103780241852;0.0;0.7326368874487773;82.53306887595326;16488.353428611063;1.7797365919921594e6;17772.583802086505
